previsto,real,diferenca,mapeMes=132781.33631647282
14120.732195963486,14396.71,-275.9778040365127
11407.71675436545,23340.43,-11932.71324563455
13854.371031541748,13116.6,737.771031541748
12069.752092032879,11705.01,364.74209203287865
12074.157508722245,11253.37,820.7875087222437
13676.837676538154,12855.43,821.4076765381542
11304.802936620712,13518.54,-2213.737063379289
12149.69774750322,12217.93,-68.23225249678035
10452.357256423737,9797.27,655.0872564237361
11415.307104709222,10891.58,523.7271047092217
13865.135343144684,16009.33,-2144.1946568553158
14021.531162458508,30975.74,-16954.208837541493
15027.10455364026,19932.79,-4905.685446359741
11931.110196026302,12157.32,-226.2098039736975
13316.859252175465,13561.21,-244.35074782453376
13877.58234993212,14905.34,-1027.7576500678806
14724.980434414669,15772.36,-1047.3795655853319
12679.543349437192,11124.53,1555.0133494371912
10699.107223708015,10483.54,215.56722370801435
13349.498601176887,16627.35,-3277.8513988231116
15584.0362969698,16951.57,-1367.5337030301998
15414.674241450875,15520.27,-105.5957585491251
11871.598471400886,13373.65,-1502.0515285991132
9883.404568332693,9115.39,768.0145683326937
15295.747192529663,18842.17,-3546.422807470335
14052.905551037118,12247.96,1804.945551037119
16035.084818092435,18276.49,-2241.4051819075667
13576.62679079972,18395.9,-4819.273209200281
12519.571704888493,16410.97,-3891.3982951115086
13260.849485052673,11813.83,1447.0194850526732
13246.479957870468,29074.62,-15828.140042129531
15549.006141419559,18328.74,-2779.7338585804428
12834.73142153196,19087.94,-6253.2085784680385
13157.796357075496,26879.46,-13721.663642924503
17556.60570515007,22043.47,-4486.864294849933
15392.313675562962,13814.02,1578.2936755629617
13680.410758674218,21614.85,-7934.439241325781
16077.712573604731,44748.53,-28670.817426395268
17363.938282138704,22087.02,-4723.081717861296
16784.588759717495,18166.14,-1381.5512402825043
16629.27528881997,16851.91,-222.63471118003145
17395.607749775052,18292.47,-896.8622502249491
14729.079407779798,14988.78,-259.70059222020245
21989.47846237987,25903.18,-3913.7015376201307
13718.98421414487,25423.4,-11704.415785855132
18395.785465596913,16647.02,1748.7654655969127
21598.55161349669,27295.56,-5697.008386503312
22175.320271808654,22716.59,-541.2697281913461
16302.272830869853,14704.27,1598.002830869853
14393.594112694413,15103.3,-709.7058873055867
21688.882641062883,20486.5,1202.3826410628826
15057.426767889483,19804.39,-4746.963232110516
23599.459583615062,22971.29,628.1695836150611
18073.706478140055,16293.120000000003,1780.5864781400523
14781.182218454182,29479.44,-14698.257781545817
